User Location,Rating,Additional Ratings,Review Title,Review Text,Trip Type,Stay Date,Location,Hotel_ID,hotel_name
Bahrain,5,,Wonderful hotel and wonderful staff,"Despite being a frequent traveler to Dubai and having some experience trying different hotels, still there are many 5 stars hotels that I need to explore and try. This time, I tried Shangri La Hotel which is located on Sh. Zayed Road. This is my first time in this hotel but tried Shangri La before in different cities. The hotel is located in a strategic walkable area with plenty of shops, restaurants, and cafes and its proximity to Dubai Mall. Check-in was so smooth. I was given a wonderful room on the 30th floor facing Sh. Zayed Road. The room has all the amenities that any traveler needs. Extra-things like shaving kit .. etc can be ordered from the reception. The room was of decent size and very clean. The bed was so comfortable for sleep and the room has excellent sound proof. I barely hear anything from outside. The bathroom was also of reasonable size and very clean. I particularly enjoyed their toiletries. The scent is so fresh. The shower has strong pressure which leaves you fresh.  My only issue is that the room has no dedicated USB socket for charging. The breakfast is served at Dunes Cafe in the first floor. It has a variety of options that suits every palate Also this restaurant hosts speciality buffet nights. For seafood lover they have a wonderful buffet on Friday evening. There were suppose to be two restaurants on the second floor but I believe they are under renovation. The first floor has two other restaurants, Chinese (Shang Palace) and Vietnamese (Hoi An) but I didn’t try them. On the same floor there is the Balcony Bar. Their spa and the outdoor pool are located on the 4th floor, while there is another indoor swimming pool in the 43th or 44th floor (I don’t remember now!). Both swimming pools are ordinary and the signs of aging clearly is shown on both facilities. I guess the highlight of my stay was the wonderful staff. The staff were friendly everywhere. I particularly remember Kunga at the reception which did everything possible to make my stay very comfortable from smooth check-in process. She was helping me and other customers with a big smile and genuinely she has a great passion in her work. I remember I tried to log-in to my Shangri-La app but for some reason I couldn’t do that and I needed series of verification without success. I told one of the staff at the reception about this issue and she gave me 1-800 number to dial. However, after 30 minutes I mentioned this issue to Kunga during my check-out process and she managed to call Shangri-La management and within exactly two minutes my app was working again. Overall, nice hotel and I enjoyed every aspect of it. The management has to be proud of their staff. Personally, I like to change hotels when I come to Dubai just to have different experiences each time but definitely this is a place I would love to try again and obviously highly recommend for solo travelers couples and families.",BUSINESS,31-01-2024,Shangri-La Dubai,36,shangri la (dubai)
Suffolk,5,,Excellent all round,"Superb range of food available at breakfast to meet all tastes. Club lounge is great for breakfast, afternoon tea and evening food, probably the best we have ever experienced in a club lounge. The suites are huge with second toilet, dressing room between bedroom and bathroom and so much storage. Complimentary shuttle buses take you to Dubai Mall and beach. The metro is a short walk or you can get taxis easily. I really enjoyed swimming early evening when the pool area was lit up. The staff throughout the hotel are so welcoming and helpful. Nothing is too much trouble. ",NONE,31-10-2024,Shangri-La Dubai,36,shangri la (dubai)
Tirana,5,,Best birthday thanks to Shangri La,We had the best time at Shangri la. We got a free upgrade with a beautiful city view. The views are breathtaking. They also did a birthday suprise to my son who remembers it everyday. They have free shattle to Dubai Mall.  Thank you for your hospitality ,NONE,31-10-2024,Shangri-La Dubai,36,shangri la (dubai)
,5,,Amazing 5 star luxury hotel,"Aside from your hotel is amazingly beautiful and clean = luxurious! The employee has shown us nothing but kindness and warmth and has all been so helpful and nice - most especially the people that works at the lounge area - they are all so wonderful and we will never forget esp Janeth, Saw and Karim. Thank you all for your amazing hospitality!",NONE,31-10-2024,Shangri-La Dubai,36,shangri la (dubai)
,5,,Restaurant choice,I came to hoi a restaurant and Angel and Brian were very warm and gave us amazing service! The food was delicious and we got great recommendations. Environment was beautiful we highly recommend the soups and the prawns. The hotel is wonderful,COUPLES,30-11-2024,Shangri-La Dubai,36,shangri la (dubai)
,5,,Very nice stay,"A very nice hotel. Our room with the perfect view we particularly liked. Staff are super friendly, especially Khodarahm! The pool area we enjoyed very much. Breakfast and dinner was delicious. Too bad we had to leave after four nights.",FAMILY,31-10-2024,Shangri-La Dubai,36,shangri la (dubai)
,5,,Special place to return to again and again.,"Pure luxury, facilities are superb, staff on the front and back door are always delighted to see you. I would like to particularly name a few from the various teams:, Carla from housekeeping, Keith, Kathy, Abel, Karin, Kipila and Dipen from Horizon Club, however there are many more that made our stay as good as all the other visits- Thank you",COUPLES,31-10-2024,Shangri-La Dubai,36,shangri la (dubai)
,5,,Fell at home,"Everything worked very well, but I can tell you that what most impressed me was the interest of the hotel staff to make your stay just amazing.  All of them with a special touch to make you feel at home.  I want to take the opportunity to thank Khodarahm, who helped us a lot finding our daily cabs and making sure they understand exactly where we wanted to go.  Tks man !",COUPLES,31-10-2024,Shangri-La Dubai,36,shangri la (dubai)
Kolkata (Calcutta),5,,Our home away from home!,"For us- a home away from home. Excellent modern rooms, well located on Sheikh Zayed Road. Close to the Dubai Mall. Very extensive breakfast buffets. Excellent staff. A good Spa & hair salon for both men & women.
The pool & the gym are excellent too. We use the bar to entertain & both the Vietnamese & Chinese restaurants are excellent.
Moin — our concierge is attentive & takes care of all our bookings& requests. Highly reccomended for regular stays",FAMILY,31-10-2024,Shangri-La Dubai,36,shangri la (dubai)
San Diego,4,"Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Mid Renovations Visit,"This is a lovely hotel - rooms are excellent, spotlessly clean, excellent service all around, awesome buffet breakfast. We got an upgrade to a suite which was huge and had big windows. Only complaint is that the hotel notified us 3 days prior to arrival that renovations were commencing, so the lobby is partially blocked off, no gym, no pool, no spa. And lots of construction noise >12 hours/day, 7 days/week. Very conveniently located. Good stay, just disappointing. They should have given us some points back or charged a lower rate once the reno started.",COUPLES,31-10-2024,Jw Marriott Auckland,37,marriott (new zealand )
Singapore,4,,Good location!,"Nice hotel in the heart of Auckland cbd, walking distance to commercial bay, ferry to islands and viaduct.

Room was nice, although bathroom seems half renovated as some aspects were modern and some were not so much. 

Breakfast had a decent variety of fresh food and staff are very friendly and lovely.

Room service could be improved as the refill of amenities was not very consistent and shower room had lumps of dust. 

Walls also seemed a bit thin and there was strange noise early in the morning which seemed to come from the room next door. 

Overall, nice hotel and would recommend as only encountered minor issues.",COUPLES,30-09-2024,Jw Marriott Auckland,37,marriott (new zealand )
Melbourne,5,,A Restful Stay at a Great Property.,"A very smooth and restful stay at a great property. The J W Marriott in Auckland is centrally located, just a few minutes walk from Queen Street and about 10 minutes from the waterfront and aqueduct precinct. The hotel is modern and well appointed with a choice of restaurants and bars. Trivet on the ground floor offers an excellent breakfast and has a great dinner menu and solid wine list. Room service is first rate as most of what is on the restaurant menus is available for in-room dining. The rooms are spacious, modern & clean and the gym & pool are also modern and well maintained with a view across the city to the waterfront. 
The best thing about this hotel is the staff - all staff I encountered were friendly & helpful. They are a professional team who try to anticipate your needs and nothing is too much trouble. Will stay there again on my next visit to Auckland.",BUSINESS,30-09-2024,Jw Marriott Auckland,37,marriott (new zealand )
Honolulu,5,,A very pleasant stay at a well-located downtown Auckland hotel,"We chose the JW Marriott because of its location near the harbor at the lower end of downtown.  It’s near the bus and train stations, shopping areas along Queen Street, and a short walk to the Viaduct restaurants and shops along the waterfront.

We’ve been here for over a week, and it has been a very good stay.

The hotel seems to be in a transition phase. It appears that renovations to the guest rooms are almost finished, as we haven’t heard much in the way of construction noise, which the hotel’s website had warned of.

The day after we arrived, the JW Kitchen, which served food in a lobby area, closed, and a new restaurant, Trivet, opened up a stairway just off the lobby. Although the Marriott Lounge serving Marriott elite guests is still closed for renovation, it’s complimentary breakfast is now being served at Trivet. What a fantastic breakfast spread!! It offers almost everything you could want for breakfast. Although this has been a week of learning for their staff, service was good and food very, very good.

We did order from room service several nights, and the food was high quality. The only glitch was that there was a little difficulty placing a room service order, as most often no one answered the phone at the room service number, and the front desk initially transferred calls to the same unanswered line. But the front desk staff did eventually take the order, if necessary, so it all worked out. And, as I said, the food was well presented and tasty.

Staff were very attentive, friendly, and helpful throughout the stay. When we needed to make a slight change in our reservation, rather than going to the front desk, I emailed the staff person who had responded to an early inquiry before we started our trip. She promptly  made the needed changes without any problems.

Our room, on a low floor, looks out over Albert Street. Not much of a view. But the room has lots of plugs for computers, phones, etc., a small refrigerator, and a safe, which we really appreciate. There are two sets of drawers, but the drawers are all filled with hotel amenities, The bathroom features a large tub and a separate small shower. The shower gets the job done, but is just barely larger than “too small.” 

 The only thing we had trouble with was the lights, controlled by a set of four rocker switches, and getting the correct combination of lights was frustrating at times.  But that was a small detail in the overall scheme of things.

All in all, we’ve enjoyed this hotel very much, both the service, the room, the restaurant, and the location.",FAMILY,31-08-2024,Jw Marriott Auckland,37,marriott (new zealand )
Hong Kong,4,,Good breakfast service,"Stayed one week with family. I would like to thank the breakfast team provided very good service, particularly two ladies Haruka and Moniker. Both of them smiled every morning from their hearts. Also the gentleman of bell service also assisted us a lot. Thank you",FAMILY,31-07-2024,Jw Marriott Auckland,37,marriott (new zealand )
Sydney,4,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Exceptional service and perfect location,"Exceptional service, very helpful and attentive. The facilities are very well maintained, the pool and spas are simply awesome. We stayed in a juniors suite, it’s one of the best layouts possible, super spacious and perfectly comfortable, worth every penny. The hotel breakfast is basic, but plentiful. For some reason, there were no plain sourdough bread available on more than one occasions,  but instead there was a cummin bread, which we thought was a bit odd. The location of this hotel can hardly be beat, it’s perfectly central and very very convenient. Highly recommend.",COUPLES,31-08-2024,Jw Marriott Auckland,37,marriott (new zealand )
,1,"Value: 3
Rooms: 2
Location: 4
Cleanliness: 3
Service: 2
Sleep Quality: 1",Disappointing with a hint of irritating,"This specific hotel is the lowest tier in Marriot brand in Auckland and I found four points better. It not Marriot then nothing beats Hilton.
Construction noise from 7AM in the morning that you cannot sleep in that hour extra, lack of cleaning, broken doors.",BUSINESS,31-07-2024,Jw Marriott Auckland,37,marriott (new zealand )
Las Vegas,4,"Value: 5
Rooms: 4
Location: 4
Cleanliness: 4
Service: 5
Sleep Quality: 2",Good Location/Bad Views/In Need of Renovation (taking place now),"Just stayed 3 nights at the JW Marriott Auckland.  We were up in the air about whether we should stay at the Park Hyatt or JW Marriott and because we are Marriott loyalists, we elected the JW.  

Overall, I would say it was an average stay and property.  The views were non-existent because of the taller buildings surrounding the hotel.  The hotel in general needs a full renovation and half the rooms are already complete.  No executive lounge currently open but they do provide you with a 4-6pm happy hour and breakfast (both were average).  

My main disappointment was that they didn't tell us about the construction noise prior to booking.  They did give you a sheet upon check in stating that noise could start from 7am to 7pm.  They actually started about 6:15am which was really annoying.  Plus, there is a ton of road construction going on around the property which also adds to the noise.  

We did visit the Park Hyatt, which if I return, I would probably book because it is a newer property with better views right on the water.",FAMILY,31-07-2024,Jw Marriott Auckland,37,marriott (new zealand )
Colorado,5,,Fantastic!!!❤️,This is the most wonderful Marriott we’ve stayed at and that’s saying a lot since we’ve stayed at Marriotts for over 20 years. Beautiful hotel! Welcome elixir drink. Fantastic coffee bar. Free cocktails and charcuterie at the bar from 4-6pm. Love! Marvelous gym and pool! Love! Love! Love!,BUSINESS,31-07-2024,Jw Marriott Auckland,37,marriott (new zealand )
Perth,2,,Never again!!,"Stayed 2 nights and that was more than enough!!

It used to be the old Stamford hotel.  

Beware... The Room walls are PAPER thin. 

First room we checked into we could hear kids screaming & yelling and doors banging.  We had only just arrived, we promptly went down to reception and asked to move to a more quieter location.

The rooms seem to have been updated and were nice.  Not a fan of the uncomfortable bed.  We did hear running one night above us. Short walk to Viaduct harbour.

EVERY time we went to reception there was a LONG line of guests waiting to be served.  This is so unprofessional and totally unsustainable for your staff who were trying their best.

Things not maintained in the room.  Couldn't open the door covering the safe, couldn't close toilet door, the flick mixer tap wasn't so flickable it's was more of a force lift and grind.

We came back to our room about 4pm after being out all day, housekeeping were halfway down the hallway our GREEN Light for servicing was still lit up.  We dropped our stuff off and went out again.  When we came back to our room 6.10pm.  Our room hadn't been serviced.  As we approached the lift we spotted a staff member and asked if he was housekeeping.  We asked if he could clean our room & told him the situation.  NEVER anywhere in the world has our room not been serviced till 6pm!

We then went down to reception to ask to speak with the duty manager and we were told it was the lady behind the counter... We had to queue AGAIN!! 

The housekeeping manager came to see us in the foyer.  We were waiting for the good ole excuse your do not disturb was on and yep in fine form we were told that!!  NO it wasn't we have stayed in thousands of hotels and know how this works! 

This hotel should not be allowed to carry the Marriott brand.

",COUPLES,31-07-2024,Jw Marriott Auckland,37,marriott (new zealand )
Dubai,5,"Value: 5
Location: 5
Cleanliness: 5
Service: 5","Just what the soul needed, expectations met and beyond","I have been absolutely mesmerised by the elegant performance tonight. The bar at St. Regis offers a refined ambiance with comfortable plush seating and exquisite décor. I thoroughly enjoyed the live performance by two talented musicians, complemented by a curated cocktail menu and divine bites to complement, definitely an absolute perfect blend of sophistication and entertainment. A special thanks to Faysal for his excellent service and happy demeanour. Very special evening, one to always remember.",SOLO,30-11-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
,5,,Amazing half term stay,"Amazing 9 day stay! 

As a Marriott Ambassador member having stayed over 200 nights in Marriott hotels this year, St Regis the Palm is the best I’ve stayed in for a long time! 

Nothing is too much trouble. Staff super friendly. Can’t do enough for you. Butler service on point. Breakfast is amazing, staff very attentive. Kumari looked after us at breakfast for the 9 days we stayed and was exceptional. 

We had the most amazing room upgrade to a panoramic suite which was the icing on the cake. 

Honestly, amazing hotel, location fab if you’re looking for something outside of the beachfront hotels- you won’t be disappointed.",FAMILY,30-11-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
Riverdale,1,,Worst St Regis in the world,"As a Marriott Ambassador, this was a mediocre stay at best, I would recommend elsewhere.
Rooms and location were great, but service was overall lacking and the staff are extremely judgmental.

Unless I was wearing my Sundays finest, I was treated with condescending attitude (all staff) and aggression (security).  No, I was not wearing shorts or tank tops, but simply casual which I prefer when I’m on vacation or after work. 

Security: I was hounded every time by security as if I didn't belong at the hotel (no, I don't have guests with me, this was a solo trip). I understand the importance of security at a 5 star hotel, however, l've stayed at almost every St Regis in the world and was never treated like a criminal.  Even if they didn’t recognize me, a simple greeting could do and a smile that I’m so fond of at the rest of the St. Regis brand. 

After a desert excursion, came back to the hotel and security just stared at me while I opened the door with my hands full. When did St Regis become the Courtyard?

Breakfast: Went two days in a row, barely acknowledged or serviced coffee while other ""rich"" looking folks were treated immediately. Frustrated both days and got up to get my own coffee and was scolded for doing it myself.

Checkout: Staff literally all stared at me while I
carried two suitcases and a bag while I checked out.  After I settled the bill, she just stared at me while l struggled to take my bags to my driver. Again, sorry I enjoy wearing comfortable clothes on a 15 hour flight? I had to correct the bill 3 times, she seemed like she was getting frustrated I was pointing out their errors?! 

Butler made no effort to do anything on this trip as well, don't even know who it was - they should learn from the St Regis in NYC.  

Worst St. Regis I have been to in the world due to poor service and cold staff. This review wouldn't make sense if it was any other hotel, but I paid for a high end hotel expecting top tier service and less judgment. If you're okay with location and decent room, go for it. If you don't want to wear a tuxedo and Rolex every day on your vacation or okay with no personable staff, stay somewhere else. 

Stayed +150 nights with Marriott this year, will not be returning here.",SOLO,31-10-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Superb stay, comfort and relaxation from an outstanding team at the St Regis on the Palm, Dubai.","If you are looking for a memorable 5star luxury experience to recharge your batteries for a few days, or longer stay to facilitate exploring wider Dubai this superbly appointed St Regis Hotel on the Palm, ticked all my boxes. Staying in the hotel solo, from my first minutes in the hotel I felt at home, my personal satisfaction and comfort their prime objective, with special mention to Butler, Suranga, who provided assistance throughout my stay, always welcoming me by name with a warm smile, happy to answer my questions, nothing was too much trouble. My room was light, spacious and very comfortable with white accents, the luxurious en suite included an ultra relaxing large free standing bath. The breakfast choices are extensive and fully compressive. I enjoyed the fresh half avocado option served with my egg choice and the coffee and beautiful patisserie deserve special mention. The welcoming and attentive restaurant team made a perfect start to my day whether this would be at their infinity pool or out and about at the beach club or elsewhere in Dubai. 
I found the hotel so conveniently located with direct internal access to the Nakheel Mall Dubai Palm and the palm monorail nearby. It is also situated below another of Dubai’s most popular visitor destinations, the Aura Sky lounge with 360 degree infinity pool giving the most stunning views of the Palm. 
The St Regis is an experience in itself whose collective team and their attention to every detail for your individual comfort and enjoyment, makes this so memorable and calls me back. Huge thank you to all the team.",SOLO,31-10-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
,5,,An amazing hotel with the best staff ❤️,"Couldn’t have asked for anything more!
I’m so well travelled & haven’t been to a hotel that spoils you more than this!
Vanigas awesome breakfast team inc Than/Kumari/Jiggar & all else who we met were so delightful.
Prokash & Suranga what lovely kind legends!
Housekeeping team Ahmed/Kafi/Labnum/Alamin/Rajesh/Tashali you made the stay so special with your little surprises and attention to detail - Thank you so much ❤️
The team on the doors - So attentive and great to meet
All in all a 10/10 hotel and holiday destination 🥰🫶🏻❤️",FAMILY,30-09-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
Utrecht,5,,Amazing!!,"As usual with St Regis; elegant & modern luxury. Good bar with nice cocktails, hotel has pool on both sides of the building. Unfortunately only a 1 night stay, but friendly staff in whole hotel; willing to go the extra mile! Special thanks to Lina Yasmin!",FRIENDS,30-09-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
,4,,Allow me… to review!,"Spent two most wonderful nights at the hotel and I can’t mention enough how attentive everyone was. 

My biggest thank you goes to Toshali, the superr supervisor, for fixing my handbag’s zip while the room was made up & leaving me some bookmarks that I so badly needed! I’d also like to highlight Sarunga, Pascaline and Lina from the Butlers team and how well they took care of most of my requests (and I have to say I had quite a lot of requests!). Especially Sarunga who learnt my love for desserts & got me the most delicious macaroons & his recommendation of the classic bubble bath & chamomile tea really became the favourite part of my stay! 

Beyond the service which mattered the most to me, I did like the spacious rooms as well. A small improvement could be achieved with adding a beach bag/in house bag for guests to use for the beach/pool and those look pretty good as well. I wish I got a better view which would’ve made the stay absolutely perfect but I guess you don’t get everything in the first stay. Will surely be coming back here as soon as I need to take a moment away from the hustle of the city!",SOLO,30-09-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
,3,"Value: 3
Rooms: 5
Location: 4
Cleanliness: 5
Service: 3
Sleep Quality: 5",Could have been better,"I recently stayed at the St. Regis Palm Dubai as a Platinum Elite member and received a suite upgrade with beautiful views of Atlantis, which was definitely a highlight of the trip. The butler service was friendly and prompt, but it lacked the warm, personalized touch I’ve experienced at other St. Regis properties. It felt more like standard service than the signature luxury you expect from a St. Regis.

One of the big perks of this hotel is its direct access to Nakheel Mall, which was super convenient for quick shopping trips or dining options.

Now for the not-so-great part: the service was very inconsistent. The staff seemed poorly trained, and if you’re expecting the seamless, polished service typical of a St. Regis or similar 5-star hotels, you might be let down. For example, housekeeping accidentally took our daughter's soft toy, which wasn’t a big deal, but getting it back turned into an ordeal. The staff wouldn’t acknowledge their mistake and made us sign a form stating we lost the item, which was unnecessary and frustrating. A simple apology and maybe a small gesture like chocolates would’ve been more appropriate.

Another weird situation was trying to find out when the family pool closed. We got three different answers from three different people! When we finally made it to the pool with an hour left before closing, we were stopped by a host from the Ruya restaurant, insisting it was closed, even though it wasn’t. We ignored her and used the pool, but on our way back, she confronted us again. It was strange and uncomfortable—why is a restaurant host policing the pool?

One more issue was with the breakfast allergens. We have food allergies, and not only were the allergens not marked on certain items, but some were marked incorrectly. For example, pastries containing eggs weren’t labeled for egg allergens. This is a basic requirement at Marriott hotels worldwide, so it was concerning. The restaurant manager did update the labels after we pointed it out, but the initial disregard was worrying.

We did receive an apology from the manager on the last day, but overall, the service and operations here need serious improvement for the price they charge. Honestly, nearby properties like Grosvenor House, though older, offer much better service and make the experience here seem subpar by comparison.",FAMILY,31-07-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5","Exceptional Service by Ajitesh Singh at St. Regis Dubai, The Palm","I recently had the pleasure of staying at the St. Regis Dubai The Palm for 2 Nights, and I can't praise Ajitesh Singh enough for his exceptional service. From the moment I arrived, he was attentive, friendly, and went above and beyond to ensure my experience was flawless. His genuine hospitality made my stay truly memorable. Highly recommend his service if you visit!",FAMILY,31-08-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
,5,,0,"It was a great experience 
Best team and manager really I enjoyed it very much thank for all of your helps and The professionalism, kindness, and dedication of your staff truly made a difference, and I am incredibly grateful for the care you put into ensuring guests have a wonderful experience. Please extend my thanks to everyone who contributed to making my stay so enjoyable.
I look forward to returning in the future and will certainly recommend your hotel to others!",BUSINESS,30-09-2024,"The St. Regis Dubai, The Palm",38,st.regis (dubai )
Wellington,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Excellent experience,"We had a wonderful stay at this hotel last weekend :-) 

We stayed in a Club Room which was spacious, and had a massive shower! Our room was ready early which was a pleasant surprise, and I also really appreciated the small touches such as the personalised card and fruit basket in the room :-)

The Club Lounge was definitely a highlight. The tiered afternoon tea was my favourite, while the evening drinks were excellent, as was breakfast. I’ve stayed in many 5 star hotels, but the view over the water from this one from the lounge really is beautiful :-)

The staff were exceptional throughout our stay, and I want to say thank you to Jordie for making our stay super special :-)

I’m looking forward to returning in the future :-)",COUPLES,31-10-2024,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
Washington DC,5,,Excellent home base in Wellington -- especially with Club level and harbor view,"For my week in Wellington for work and fun, I wanted to make things as easy as possible logistics wise -- and I wanted a good view. The InterContinental provided to be a great choice and well worth it to pay extra for Club access and a harbor view. The Club provided breakfast as well as evening hors d'oeuvres that made additional dinner not necessary. (The hors d'oeuvres were less impressive than some Marriott M Clubs I've been to, but still decent.) The excellent chefs make tasty omelette and egg sandwiches for breakfast. Also, the Club staff  -- and all the staff, including the front desk -- were friendly and helpful. I also liked that the rooms were modern. And again, what a view of the harbor!",SOLO,30-06-2023,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
Melbourne,5,"Value: 4
Rooms: 4
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 4",Club access really makes this stay excellent,"We stayed in a King Premium Club Lounge Access Harbour View room which was great. Nice and spacious and loved the fact that you can open the window slightly for fresh air (kudos to the engineers who designed it to withstand Welly's wind). From arrival, everything was seamless. We rolled up in the hire car and the concierge was very prompt with taking our luggage and by the time we returned after we had dropped off the hire car, not only did they allow early check-in but all the luggage was already in the room. The position of the hotel is great, numerous restaurants and cafes in the immediate vicinity, plus the main shopping street was 2 blocks away. The club lounge access really made this stay, the breakfast was excellent as were the evening snacks and cocktails. The afternoon tea was OK. Thank you to Jecelle for her professional hospitality at breakfast and to Delphine for her charming service and excellent cocktail making skills and to David for his service. The concierge also organised our airport transfer upon departure making the stay from start to finish worry-free and very pleasant. Thank you for a great stay.",COUPLES,31-08-2024,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
Whanganui,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Dated and luxurious,"It felt like stepping back in time, with touches of stunning modern design to remind you this is 2024.  You get treated like royalty to the extent that I didn't want to leave and go back to the real world . I can't see any reason to complain, when staying in such luxury. The massive tv in centre of room was an odd touch, but quirky. The staff were wonderful. There were a couple of little oopsies, such as cancelling our cards so we couldn't use the lift after 10am even though they'd agreed to a late checkout time. On balance, they were super prompt with delivering our suitcases to the room before we even got up there, and bringing the car around when we left. I only stayed one night and didn't get a chance to explore the health and fitness area. I must return for longer next time!!",COUPLES,31-08-2024,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
,1,"Value: 1
Rooms: 1
Location: 5
Cleanliness: 1
Service: 1
Sleep Quality: 2",Not 5 star,"It was definitely not 5-star. The room was very dated, scuffed, and needed a good clean. I mentioned at check-out that I was disappointed and suggested the cleaners close the door while in the bathroom to see how grubby it was and the curtains had dirty marks. I was disappointed with the breakfast service, which could have been more friendly. Breakfast was terrible and tasteless.  I will not recommend it or be back to stay.",FRIENDS,30-09-2024,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
London,5,,Great service and super stylish.,"We stayed here for a couple of nights visiting friends and loved the hotel. We didn’t eat dinner there, but breakfast was delicious and really stylishly done. The rooms were very comfortable with everything thought of and just as we wanted (including a well stocked minibar, which you no longer always get but which we always like). Lovely bar and a knowledgeable concierge who recommended a nice restaurant for us without having to think twice. Last but not least the service was great with everyone going the extra mile and nothing forgotten (plus our son is an All Blacks fan and was thrilled to hear they’d been staying recently when the receptionist noticed his All Blacks top). We’ll definitely be back next time we’re In Wellington.",FAMILY,31-08-2024,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
Dortmund,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Top hotel in Wellington with top service,"Location: Right in the city center, less than 3 minutes from the shopping and just across the road, to the shore with beautiful restaurants

Rooms: We had a small suite which is estimated to be 40 m2 and left nothing to be desired. Comfortable furniture, by no means worn out with an equally modern bathroom. 

Breakfast: Was ok, but here we wanted a little more choice in a hotel of this class...

Other: Many thanks to the concierge who supported us very much in the conversation with the police by phone due to our car departure (Plimmer towers, not hotel underground parking).

Conclusion: For us the top hotel in Wellington, which we would definitely choose again when visiting the city.",COUPLES,31-01-2024,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
Wellington,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Get Club Access for that perfect staycation!,"Excellent hotel and service from early check in, valet parking, clean, tidy and spacious room - very pleased about the TV having Chromecast now.. Club lounge staff all lovely people.. Tea time, Twilight drinks and breakfast were a delight and the harbour views from the Club lounge, stunning. IHG membership recognised and late checkout granted. Overnight stay exactly what we needed and could not have chosen a better hotel as Intercontinental Wellington delivered and more. Thanks, team! We will be back!!

Special mention to Patricia from reception and Jecelle from the Club Lounge. Splendid service received, thank you!! ❤️",COUPLES,30-06-2024,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
Auckland,5,"Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 4
Sleep Quality: 4",Great location and comfy rooms,"We had a very pleasant stay here. Rooms are nice. Close to wharf, restaurants, art gallery and the shopping district. It's a 10-15 minute Uber to Weta Workshop. It was winter and very cold when we visited and our Aircon wasn't working so we were upgraded to a nicer room. The indoor pool and spa are great but smaller kids that can't swim may need assistance as the pool is deep and has no shallow section. Spa pool was a great hot temperature perfect for the cold. Very good buffet breakfast. Within minutes here's a Belgian pub/cafe around the corner, a Sal's pizza, cafes and other dining places. Staff friendly but seem young and inexperienced. Particularly the reception staff. Great porter and concierge staff!",FAMILY,30-06-2023,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
Wellington,1,,Disappointing,We went for a drink in the Bar before an event.  It seems odd that beer and wine is served with nibbles but cocktails are not. Or perhaps that is just poor staff training.  Certainly the bar staff did not care.  We would not go here again.  Very disappointing as usually hotels are reliable.,COUPLES,30-06-2024,"InterContinental Wellington, an IHG hotel",39,one and only one za’abeel (new zealand)
Liverpool,5,,Amazing hotel,"Amazing  hotel right on it’s own private beach staff amazing and food was fab too

Could not fault this hotel close to everything can’t wait to come back to this hotel.

Drink were great happy hours all over and the veto restaurant was gorgeous.

Cannot fault the place have recommended to all my friends",COUPLES,31-10-2024,Hilton Dubai Jumeirah,40,hilton (dubai )
